Gene	Glyma.01G026700	Glyma.01G115900	Glyma.01G180800	Glyma.02G064700	Glyma.02G080800	Glyma.02G094900	Glyma.02G249600	Glyma.02G282500	Glyma.02G309500	Glyma.03G068100	Glyma.03G114600	Glyma.03G123100	Glyma.03G185800	Glyma.03G230300	Glyma.03G253500	Glyma.03G262300	Glyma.04G014500	Glyma.04G015900	Glyma.04G020300	Glyma.04G051200	Glyma.04G066000	Glyma.04G112800	Glyma.04G167900	Glyma.04G209900	Glyma.04G215800	Glyma.04G241000	Glyma.04G242000	Glyma.04G249700	Glyma.05G022900	Glyma.05G025300	Glyma.05G048000	Glyma.05G112100	Glyma.05G132600	Glyma.05G149400	Glyma.06G017900	Glyma.06G094300	Glyma.06G323700	Glyma.07G019700	Glyma.07G028500	Glyma.07G142700	Glyma.08G044100	Glyma.08G074000	Glyma.08G087100	Glyma.08G088000	Glyma.08G097300	Glyma.08G126800	Glyma.08G165400	Glyma.08G165500	Glyma.08G173700	Glyma.08G302600	Glyma.09G087700	Glyma.09G154700	Glyma.09G250800	Glyma.09G255200	Glyma.10G042000	Glyma.10G086600	Glyma.10G161600	Glyma.10G210700	Glyma.10G249000	Glyma.10G268500	Glyma.10G293500	Glyma.11G100800	Glyma.11G169700	Glyma.11G226900	Glyma.12G199400	Glyma.12G202500	Glyma.12G215100	Glyma.13G028200	Glyma.13G204800	Glyma.13G222300	Glyma.14G067000	Glyma.15G012500	Glyma.15G114600	Glyma.15G136200	Glyma.16G168000	Glyma.17G015600	Glyma.19G017200	Glyma.19G022900	Glyma.19G046800	Glyma.19G089100	Glyma.19G251000	TFEthylene.like	TFGlyma.01G013600	TFGlyma.01G022500	TFGlyma.01G023500	TFGlyma.01G036600	TFGlyma.01G044600	TFGlyma.01G076900	TFGlyma.01G079500	TFGlyma.01G107500	TFGlyma.01G112700	TFGlyma.01G133500	TFGlyma.01G167900	TFGlyma.01G169400	TFGlyma.01G173700	TFGlyma.01G183000	TFGlyma.01G190100	TFGlyma.01G192600	TFGlyma.01G225000	TFGlyma.02G018900	TFGlyma.02G058800	TFGlyma.02G060000	TFGlyma.02G066200	TFGlyma.02G082000	TFGlyma.02G082100	TFGlyma.02G087400	TFGlyma.02G108600	TFGlyma.02G152700	TFGlyma.02G162600	TFGlyma.02G178100	TFGlyma.02G183100	TFGlyma.02G227000	TFGlyma.02G294100	TFGlyma.02G300200	TFGlyma.02G303800	TFGlyma.02G306200	TFGlyma.03G003500	TFGlyma.03G035200	TFGlyma.03G057300	TFGlyma.03G081500	TFGlyma.03G081900	TFGlyma.03G118100	TFGlyma.03G123400	TFGlyma.03G130400	TFGlyma.03G144200	TFGlyma.03G190700	TFGlyma.03G220100	TFGlyma.03G224700	TFGlyma.03G239400	TFGlyma.03G256700	TFGlyma.03G258100	TFGlyma.04G007400	TFGlyma.04G026300	TFGlyma.04G027200	TFGlyma.04G033300	TFGlyma.04G040900	TFGlyma.04G046200	TFGlyma.04G058900	TFGlyma.04G096300	TFGlyma.04G103900	TFGlyma.04G111200	TFGlyma.04G115500	TFGlyma.04G183700	TFGlyma.04G191900	TFGlyma.04G218700	TFGlyma.04G238700	TFGlyma.05G011500	TFGlyma.05G013000	TFGlyma.05G027400	TFGlyma.05G030000	TFGlyma.05G031800	TFGlyma.05G050700	TFGlyma.05G056000	TFGlyma.05G098200	TFGlyma.05G108200	TFGlyma.05G166400	TFGlyma.05G200400	TFGlyma.05G201900	TFGlyma.05G208300	TFGlyma.05G234500	TFGlyma.05G235400	TFGlyma.05G248300	TFGlyma.06G012200	TFGlyma.06G034000	TFGlyma.06G036800	TFGlyma.06G040400	TFGlyma.06G065200	TFGlyma.06G079800	TFGlyma.06G095200	TFGlyma.06G125600	TFGlyma.06G138100	TFGlyma.06G169600	TFGlyma.06G173700	TFGlyma.06G186800	TFGlyma.06G190200	TFGlyma.06G191800	TFGlyma.06G199600	TFGlyma.06G204600	TFGlyma.06G288900	TFGlyma.06G291900	TFGlyma.06G297100	TFGlyma.06G323400	TFGlyma.07G016500	TFGlyma.07G041400	TFGlyma.07G107500	TFGlyma.07G126800	TFGlyma.07G130400	TFGlyma.07G150800	TFGlyma.07G158000	TFGlyma.07G171600	TFGlyma.07G205800	TFGlyma.07G212400	TFGlyma.07G213100	TFGlyma.07G266500	TFGlyma.08G035000	TFGlyma.08G047400	TFGlyma.08G072100	TFGlyma.08G091000	TFGlyma.08G094200	TFGlyma.08G095800	TFGlyma.08G129400	TFGlyma.08G132800	TFGlyma.08G135200	TFGlyma.08G189900	TFGlyma.08G232700	TFGlyma.08G298700	TFGlyma.08G320700	TFGlyma.08G329300	TFGlyma.08G346300	TFGlyma.09G064200	TFGlyma.09G072200	TFGlyma.09G107000	TFGlyma.09G133600	TFGlyma.09G150000	TFGlyma.09G194800	TFGlyma.09G211400	TFGlyma.09G251200	TFGlyma.10G001400	TFGlyma.10G016500	TFGlyma.10G020700	TFGlyma.10G021400	TFGlyma.10G036700	TFGlyma.10G037700	TFGlyma.10G057800	TFGlyma.10G118900	TFGlyma.10G142200	TFGlyma.10G142600	TFGlyma.10G165900	TFGlyma.10G196600	TFGlyma.10G206600	TFGlyma.10G240500	TFGlyma.10G273000	TFGlyma.11G045100	TFGlyma.11G052100	TFGlyma.11G096600	TFGlyma.11G114800	TFGlyma.11G114800	TFGlyma.11G131200	TFGlyma.11G138400	TFGlyma.11G163300	TFGlyma.11G180300	TFGlyma.11G192600	TFGlyma.11G194100	TFGlyma.11G226400	TFGlyma.11G251500	TFGlyma.11G251900	TFGlyma.12G018000	TFGlyma.12G021900	TFGlyma.12G022700	TFGlyma.12G042800	TFGlyma.12G071000	TFGlyma.12G089100	TFGlyma.12G137700	TFGlyma.12G152600	TFGlyma.12G212300	TFGlyma.12G237300	TFGlyma.13G063100	TFGlyma.13G063300	TFGlyma.13G063800	TFGlyma.13G088100	TFGlyma.13G112600	TFGlyma.13G144600	TFGlyma.13G149700	TFGlyma.13G177500	TFGlyma.13G202800	TFGlyma.13G225700	TFGlyma.13G229600	TFGlyma.13G237500	TFGlyma.13G266600	TFGlyma.13G289400	TFGlyma.13G292500	TFGlyma.13G307300	TFGlyma.13G310100	TFGlyma.13G327500	TFGlyma.13G347000	TFGlyma.13G349500	TFGlyma.13G354800	TFGlyma.13G370100	TFGlyma.14G006800	TFGlyma.14G006900	TFGlyma.14G062200	TFGlyma.14G084600	TFGlyma.14G084700	TFGlyma.14G179600	TFGlyma.14G182800	TFGlyma.14G189300	TFGlyma.15G019400	TFGlyma.15G029500	TFGlyma.15G033600	TFGlyma.15G034500	TFGlyma.15G044400	TFGlyma.15G063300	TFGlyma.15G086400	TFGlyma.15G123000	TFGlyma.15G170500	TFGlyma.15G179600	TFGlyma.15G181000	TFGlyma.15G192000	TFGlyma.15G227300	TFGlyma.15G269100	TFGlyma.16G010000	TFGlyma.16G011200	TFGlyma.16G016700	TFGlyma.16G023600	TFGlyma.16G023900	TFGlyma.16G026400	TFGlyma.16G073000	TFGlyma.16G142800	TFGlyma.16G156400	TFGlyma.16G179900	TFGlyma.17G002800	TFGlyma.17G022700	TFGlyma.17G024600	TFGlyma.17G030600	TFGlyma.17G050200	TFGlyma.17G096700	TFGlyma.17G101000	TFGlyma.17G142300	TFGlyma.17G145300	TFGlyma.17G146600	TFGlyma.17G150800	TFGlyma.17G180600	TFGlyma.17G240700	TFGlyma.17G257700	TFGlyma.18G016700	TFGlyma.18G066100	TFGlyma.18G115700	TFGlyma.18G176300	TFGlyma.18G232400	TFGlyma.18G241300	TFGlyma.18G288000	TFGlyma.19G010100	TFGlyma.19G056400	TFGlyma.19G095300	TFGlyma.19G102000	TFGlyma.19G109100	TFGlyma.19G118500	TFGlyma.19G122800	TFGlyma.19G147100	TFGlyma.19G178500	TFGlyma.19G181900	TFGlyma.19G207100	TFGlyma.19G214600	TFGlyma.19G224600	TFGlyma.19G225400	TFGlyma.19G242600	TFGlyma.19G262700	TFGlyma.20G005800	TFGlyma.20G014400	TFGlyma.20G070000	TFGlyma.20G154400	TFGlyma.20G155100	TFGlyma.20G166600	TFGlyma.20G166800	TFGlyma.20G176500	TFGlyma.20G177600	TFGlyma.20G180100	TFGlyma.20G180100	TFGlyma.20G193600	TFGlyma.20G219100	TFGlyma.20G247500	TFGlyma.U014700	TFHighFCGlyma.01G128100	TFHighFCGlyma.01G226600	TFHighFCGlyma.01G233000	TFHighFCGlyma.02G098800	TFHighFCGlyma.02G195000	TFHighFCGlyma.02G292900	TFHighFCGlyma.03G157300	TFHighFCGlyma.03G173300	TFHighFCGlyma.05G160800	TFHighFCGlyma.05G178200	TFHighFCGlyma.06G110400	TFHighFCGlyma.06G187600	TFHighFCGlyma.07G023300	TFHighFCGlyma.07G092700	TFHighFCGlyma.08G021900	TFHighFCGlyma.08G029400	TFHighFCGlyma.08G202300	TFHighFCGlyma.08G218600	TFHighFCGlyma.08G297000	TFHighFCGlyma.09G017400	TFHighFCGlyma.09G060200	TFHighFCGlyma.10G013300	TFHighFCGlyma.10G029600	TFHighFCGlyma.10G039700	TFHighFCGlyma.10G204200	TFHighFCGlyma.11G049300	TFHighFCGlyma.14G094800	TFHighFCGlyma.14G102900	TFHighFCGlyma.14G171500	TFHighFCGlyma.14G190400	TFHighFCGlyma.15G040700	TFHighFCGlyma.15G123100	TFHighFCGlyma.15G166800	TFHighFCGlyma.15G169300	TFHighFCGlyma.16G050900	TFHighFCGlyma.17G002200	TFHighFCGlyma.17G042300	TFHighFCGlyma.17G222300	TFHighFCGlyma.18G025600	TFHighFCGlyma.18G213200	TFHighFCGlyma.19G099700	TFHighFCGlyma.19G159500	TFHighFCGlyma.20G186500	TFHighFCGlyma.20G203500	TFHighFCGlyma.U025800	TFHighFCZinc.like	TFNac.like	TFNac.NAC32	TFProbable.41	TFTranscription.like	TFTranscription.MAMYB	TFZinc.like	TFZinc.like	TRGlyma.01G034200	TRGlyma.01G098000	TRGlyma.01G136100	TRGlyma.01G183600	TRGlyma.01G219800	TRGlyma.01G221100	TRGlyma.01G236500	TRGlyma.02G126500	TRGlyma.03G158300	TRGlyma.03G181800	TRGlyma.03G247400	TRGlyma.04G009200	TRGlyma.04G016800	TRGlyma.04G125500	TRGlyma.04G166300	TRGlyma.04G177900	TRGlyma.04G216700	TRGlyma.04G224700	TRGlyma.05G238300	TRGlyma.06G023600	TRGlyma.06G067700	TRGlyma.06G127900	TRGlyma.06G250100	TRGlyma.07G228300	TRGlyma.07G249900	TRGlyma.07G250700	TRGlyma.08G146000	TRGlyma.08G319800	TRGlyma.08G354500	TRGlyma.09G069500	TRGlyma.09G074300	TRGlyma.09G203300	TRGlyma.10G012600	TRGlyma.10G024300	TRGlyma.10G044200	TRGlyma.10G054400	TRGlyma.10G109000	TRGlyma.10G162400	TRGlyma.10G245300	TRGlyma.11G005500	TRGlyma.11G058700	TRGlyma.11G090400	TRGlyma.11G203300	TRGlyma.12G055000	TRGlyma.12G233900	TRGlyma.13G078000	TRGlyma.13G183900	TRGlyma.13G356600	TRGlyma.14G015800	TRGlyma.14G018000	TRGlyma.14G112700	TRGlyma.14G209800	TRGlyma.15G153600	TRGlyma.16G116300	TRGlyma.16G143100	TRGlyma.17G068500	TRGlyma.17G102200	TRGlyma.17G112300	TRGlyma.18G216900	TRGlyma.19G066800	TRGlyma.19G103500	TRGlyma.19G161000	TRGlyma.19G168500	TRGlyma.20G031600	TRGlyma.20G100600	TRGlyma.20G168900	TRGlyma.U020100	TRHighFCGlyma.04G020000	TRHighFCGlyma.04G228300	TRHighFCGlyma.04G236400	TRHighFCGlyma.08G167900	TRHighFCGlyma.08G240100	TRHighFCGlyma.09G089600	TRHighFCGlyma.10G031900	TRHighFCGlyma.11G223800	TRHighFCGlyma.12G002000	TRHighFCGlyma.15G197200	TRHighFCGlyma.17G059100	TRHighFCGlyma.18G130900
InfectionAndGeneKnockout_GSM1088939_Schaar_19_wt_c1_S.CEL	2.220313711	15.28092378	14.67633208	14.71475098	15.40910629	11.26222648	15.62871556	14.08041895	15.44458811	9.595661076	15.15068772	10.0050149	11.02313204	10.28469486	14.34821498	14.16173822	12.31240217	11.8018747	15.05731472	4.406678752	14.49660842	15.03789807	14.08096564	7.257932159	15.03245999	10.9455551	10.02612066	15.02508133	14.93094861	11.25826863	13.01419651	11.61675596	12.89006867	14.75286224	13.7182349	7.368974678	11.14122148	15.46640519	10.62922798	13.65612666	13.52987381	13.26824783	14.53079287	3.129899953	8.950041195	14.35859567	12.86741781	14.9624957	15.48749643	14.53576957	14.94001357	14.93797913	13.87765222	9.166218517	14.98254921	11.52530417	10.72983067	8.419355407	15.06119754	6.54468511	14.49322443	10.93045852	10.05927384	14.32540477	14.57796886	11.12155642	8.483407619	10.53170544	13.88289282	9.513557029	8.993341463	10.716549	12.62092117	8.417976492	10.39010357	11.60685535	9.340828197	9.463884805	10.09339028	8.197679492	15.07896956	2.220313711	8.010427285	3.351215583	9.371240952	2.220313711	10.04394318	8.758685593	7.426737054	7.001680655	4.52169953	3.572550289	12.22950178	5.743211604	8.387358605	4.560426237	9.796191705	6.577608021	2.588817739	2.220313711	2.274275085	8.216601028	4.537138674	7.885830568	4.629174396	5.313980154	6.399658744	8.11934042	7.453044134	2.220313711	7.410325072	7.26571893	10.05622264	8.60428635	5.428471568	3.6539997	9.194602799	5.004423333	5.717645861	8.102058785	8.551929396	3.0719149	6.232440849	2.220313711	9.889473395	9.497185734	7.989458879	4.748449481	10.31952281	8.265876725	7.358610339	8.8426939	7.896935935	2.220313711	3.727068809	7.883042729	10.94597421	11.24083288	2.631303856	12.20705919	7.234266522	3.258415311	5.77739681	7.908228761	10.04515191	2.853971562	4.215001858	8.822592571	6.82489788	9.552841073	9.362991266	5.213433272	10.64506964	8.180925563	3.884276091	3.046578002	2.459967454	4.389462948	2.64692834	2.785318511	4.892769767	6.592821944	8.832922328	5.861654235	2.30169528	8.655459797	8.084084266	8.071071127	9.746844642	3.859346599	6.298978637	9.190022769	8.061747789	8.094008112	9.774926778	2.259714554	3.741190455	5.231490855	6.363403695	2.220313711	8.296924402	5.500256394	6.225475188	10.26186048	4.946534698	9.844906594	8.952757629	7.839854097	6.683565535	6.631013057	4.493124625	2.220313711	4.923527631	6.34799051	4.908922145	7.199645531	9.547792975	8.176770061	8.812123287	9.187347331	8.418133103	4.77165605	5.750162414	10.29861782	6.815839538	9.382651421	11.78919219	8.038375145	8.149858432	2.566738564	2.220313711	8.817944615	6.492357953	2.518922602	2.220313711	2.242466227	8.547724709	7.164319567	4.702512813	5.209139254	3.843573112	3.135612254	2.764640823	7.052732758	8.30706065	8.155294376	7.062418244	6.461315485	8.37919962	8.50614848	2.220313711	2.59684098	9.346403161	10.20283703	7.774108938	10.73062445	6.877581973	7.363248135	6.250238914	6.836157793	2.63116992	7.255195559	2.220313711	7.416864286	9.240375111	5.082658179	8.290134317	6.239785351	10.32458223	5.38473402	3.33112946	5.907027279	4.211002301	6.914537152	7.735590506	11.89276294	5.97170965	2.220313711	8.77423792	9.095590879	7.245446254	8.17719677	3.228920065	6.232396102	11.14885284	6.8004445	9.133896845	6.060618811	7.825721668	4.911047911	5.500866344	6.756788038	2.815821939	6.045169619	5.636240829	3.359021107	10.4531026	6.066510427	8.765175453	7.527378397	7.091510936	7.119839595	9.424487419	2.220313711	6.646010938	6.167679995	9.740549221	12.29690165	4.095379812	2.977748937	4.830021973	7.510561042	5.38884396	10.71291958	3.201637407	8.430725663	5.307611492	5.113732876	8.605388284	6.707978363	10.27450362	7.050367155	6.961416383	6.445437153	3.309152687	8.677543713	2.220313711	6.111334118	6.025641912	5.229163586	7.464287226	6.559222789	7.154880055	7.219623866	3.437221491	8.348835089	9.390394851	5.59050476	3.287683013	7.157724763	5.831131949	4.285622159	5.902291847	5.758887917	6.862148529	9.753523263	9.469856368	2.470623883	7.29011392	9.414431494	8.656613197	9.039574119	4.685668662	8.936891941	4.69905447	3.815745573	2.36310494	5.896893717	9.790486054	5.768317903	3.349666629	7.928172463	2.220313711	2.300111565	8.24347149	8.084341117	5.198318187	5.130310041	4.029940901	9.702978173	2.279841941	2.221131847	9.061239865	6.002014924	7.462696251	5.35946722	9.929883174	8.398004155	7.533576838	6.237331932	9.756832343	8.379254224	3.857433371	5.717310935	4.520671883	10.33170109	4.73505952	10.69476025	3.158911484	3.857150954	3.165116549	5.944565021	10.82504379	9.674088677	3.194540596	3.532891734	5.183848431	7.941365045	6.133495459	5.091874389	4.873591728	9.341227147	4.546248656	8.076625773	2.726180592	9.145606907	10.16943391	9.689081419	6.41110248	4.545702484	6.75491114	6.76422727	5.561350201	12.18990903	4.568359953	8.92688454	4.912899115	4.411493667	4.308337636	5.39960378	9.585502637	8.377077962	6.00161042	3.30513747	9.862960404	3.905691384	7.119275703	5.610701794	2.222435238	6.184933474	6.244318157	2.690731569	8.224531956	4.810111789	8.79759635	6.54752633	9.52323895	8.648784588	6.842072148	8.484421226	2.220313711	8.183010781	8.434590913	9.538393963	8.093413373	11.8881127	3.219832765	13.27741359	7.510659273	6.940553674	8.103609874	4.52395402	8.153286802	7.846507693	6.156980388	3.33140188	7.685886352	3.552413412	6.650821012	5.743117913	8.470336591	8.027827264	9.049482774	8.231613443	8.042640819	4.547206511	10.38200508	6.527347544	7.936049207	7.550794294	8.633006983	7.455867983	7.52389037	6.348404206	8.720147902	7.732032996	8.736097658	2.220313711	2.452607571	7.772415295	6.521603627	2.80081585	10.56549622	4.292854921	2.221676949	6.338986489	4.483989325	4.336045841	11.42635672	5.885197088	10.0225946	6.894196103	3.237386969	7.356497222	7.26361933	2.796270804	5.880856372	3.891078528	8.096784116	9.922686773	6.818776641	6.888237082	10.29214678	8.531121365	7.063970418	8.684581806	9.107654613	9.56407106	8.036802309	6.389993791	7.548969057	9.521900405	8.677046858	7.868543377
InfectionAndGeneKnockout_GSM1088940_Schaar_20_wt_c2_S.CEL	2.220313711	15.36483016	14.74486166	14.84580443	15.41240353	11.43185867	15.68620944	14.20760912	15.52234302	9.749140163	15.13890137	10.12586597	11.02303508	10.34877159	14.29762574	14.21611489	12.50080489	11.08403807	14.96184437	5.917625336	14.46675961	15.04380207	14.25169638	6.76028357	14.99790809	11.02138187	10.38961759	15.09371165	15.00770308	10.62012499	13.10897213	11.62509497	12.79543178	14.85714185	13.70255925	7.3690499	10.79268019	15.5017289	10.45678345	13.72372287	13.47810848	13.50635879	14.67989858	3.704969814	9.024662441	14.43935227	12.99875462	14.83993128	15.47068351	14.54940086	14.90394955	14.90709399	14.1126662	9.254005781	14.98536217	11.55834859	10.86096815	8.388799875	15.03817901	6.750325623	14.55257804	10.85781771	9.979683934	14.48000818	14.69458111	11.20416326	8.723769728	9.45748287	13.82102132	9.592062787	8.617681125	10.59636356	12.52165772	8.335887948	10.47334656	11.66734372	9.357378559	9.445832445	10.19524064	8.245883506	15.24828212	2.220313711	7.84999597	3.236719283	9.372845537	2.220313711	10.58713488	9.261401336	7.730419535	7.213359969	4.503487068	3.396020369	12.48087319	5.555138543	8.58581102	5.42243498	10.08971938	7.021597747	2.480487856	2.220313711	2.274275085	8.195679934	4.390603627	7.983740069	5.225874163	5.251374555	6.380991154	8.04691237	7.627808699	2.220313711	7.678812749	7.092098482	9.881109165	8.492881714	5.165555916	3.6539997	9.26544492	5.277993452	5.579908533	7.973091547	8.87151887	2.807007608	6.346563378	2.220313711	10.01611193	9.518366438	8.22342531	4.60500039	10.47805661	7.967981803	7.320335861	8.940877958	8.08537456	2.220313711	3.240016169	7.911096171	10.90606666	11.47055657	2.631303856	12.29164055	7.329238493	3.098148845	4.708102402	7.900208627	10.14568082	3.005156675	4.155413675	8.975425721	6.392943651	9.780939111	9.082243739	5.597131356	10.46597655	8.21385069	3.893383215	3.109920739	2.459967454	4.584415029	3.214656289	2.687186693	5.407520508	6.174247052	8.851921832	5.530969689	2.30169528	8.931848554	8.108099098	8.322863128	9.597707481	4.493015683	6.450166749	9.387446338	8.051577596	7.74063464	9.984981096	2.266535075	3.996782378	5.452239636	6.412287838	2.220313711	8.170893766	5.118956601	6.821374019	9.866100507	4.981055295	9.910718355	9.268897042	7.909690043	6.756557197	6.46712137	4.348072096	2.220313711	5.787229433	6.407889269	5.224874351	7.073525412	9.56213933	8.114613705	8.988882837	9.34219441	8.469253463	4.399131685	5.42271892	10.48439021	7.019573236	9.678106124	12.07400412	8.168488488	8.112038513	2.361529403	2.220313711	8.947491655	6.46740206	2.220313711	2.241895498	2.39958198	8.725636646	7.218922507	4.83304865	5.143892795	4.548703601	3.135612254	4.340624018	6.963342189	8.452899813	8.644959153	6.381520331	6.785617793	8.111623608	8.510705729	2.220313711	2.450879326	9.599613739	10.29779451	7.788940304	11.00191609	6.516255625	7.543510183	6.403628956	7.462001725	2.958761349	7.069584932	2.220313711	7.471075121	8.966025106	4.723679535	8.663971446	5.446594986	10.42412959	5.653146482	4.422974664	6.118606599	4.271022098	6.795248828	7.766631259	11.41178098	7.895409482	2.220313711	9.184526769	9.33647653	7.209445644	8.072659269	3.468120713	6.062397503	11.15829631	6.48532934	9.164276506	5.988996605	8.073072239	5.44394451	5.335913331	7.094111976	3.129882715	6.4459999	5.045605146	3.279232727	10.44595175	5.819324863	8.743926899	7.720953354	7.578318078	7.469574052	9.763815679	2.525228409	6.7622228	5.517048162	9.504217548	12.72965151	4.299698581	2.709592964	4.838232275	7.333986247	4.779278736	10.4194327	3.144149623	8.485834357	5.070772649	5.483851499	8.801140055	6.42095159	9.88619185	7.318730829	6.886030376	6.1092167	3.364706099	8.818968648	2.220313711	5.680432306	5.553603063	5.485283236	7.45272753	6.713299565	7.154880055	6.818618543	2.384224734	8.800401569	9.945309976	5.936442946	3.287683013	7.167586339	5.73885989	4.736534943	5.69806999	5.862821099	6.910265646	9.864152639	9.67172908	3.040529106	7.201537652	9.003523737	8.56782057	9.400166508	4.376339976	9.028285811	4.900247508	4.146667707	2.317776935	5.405958224	9.586829626	5.583796115	3.349666629	7.91823383	2.220313711	2.685694708	8.542833066	7.866965137	5.463931174	5.553932572	3.873808875	10.07278942	2.279841941	2.221131847	9.065497726	6.081668727	7.659206828	6.171893184	9.828494513	8.306779186	7.428865702	6.413977047	9.78862833	8.949921575	4.422354937	5.682067452	4.863017069	10.29175696	5.179958637	10.19239115	3.101017201	3.416786006	4.274805124	6.104165009	10.77792175	9.60326203	3.649240165	4.287999609	4.955432395	7.800380272	6.153371572	5.517255747	4.222779876	9.443068738	4.777884895	8.517502675	2.842388917	8.904707972	10.30985392	10.23921198	6.789770672	3.695204189	6.768556806	6.579977287	5.373748121	12.20373411	4.455933207	9.056420977	5.08213829	4.24883844	4.487848279	4.67630471	9.505725174	8.404815162	6.570823851	3.195500427	10.33045641	4.002191083	7.413142289	5.120593743	2.339970709	5.580945151	6.346088205	3.335568837	8.236810777	3.230344211	8.740144821	6.880141832	9.559299631	8.608337704	6.418424583	8.146034461	2.268098357	7.945087838	8.559624245	9.610401888	8.034876332	12.03714909	2.682746112	13.5736165	7.550638222	6.738616533	7.76147562	4.586483754	8.041243682	8.041212807	6.220932324	4.74947907	7.519057645	3.552413412	6.410418511	5.823597558	8.42086182	7.951763553	8.998473949	8.308786163	8.272716774	4.562195683	10.48911313	6.451018063	8.246125096	7.795160028	8.582535516	6.953355955	7.503723377	5.734671654	8.854224358	7.848168246	8.820738417	2.220313711	2.47145408	7.768476791	6.597274998	2.753513683	10.88715356	4.405075974	2.221676949	6.582296727	4.706404851	4.879825456	11.30222695	5.738775323	10.27741267	6.523081523	3.954542138	6.788020462	7.425306445	2.356153239	6.909327876	3.988007871	8.091563582	9.720474124	7.252751699	6.622070183	10.44113906	9.263497536	6.718749125	8.795337325	9.237498605	9.636033681	8.77448192	6.098266524	7.548969057	9.717723005	8.534473034	8.192797453
